"pair_id","sent1_id","sent2_id","group","domain","gold"
"pair_1445","en_ProfessorThom's_478606543:1","en_ProfessorThom's_478606543:3","Same","restaurant",2.66666666666667
"pair_1446","en_Ray'sBoathouse_477775915:0","en_Ray'sBoathouse_477775915:6","Same","restaurant",2
"pair_1447","en_Ray'sBoathouse_477775915:0","en_Ray'sBoathouse_477775918:7","Same","restaurant",1.6
"pair_1448","en_Ray'sBoathouse_477775915:0","en_Ray'sBoathouse_477775918:8","Same","restaurant",2.5
"pair_1449","en_Ray'sBoathouse_477775915:1","en_Ray'sBoathouse_477775915:5","Same","restaurant",3
"pair_145","B0074703CM_156_ANONYMOUS:1","B0074703CM_182_ANONYMOUS:2","Same","laptop",3
"pair_1450","en_Ray'sBoathouse_477775915:3","en_Ray'sBoathouse_477775918:13","Same","restaurant",3
"pair_1451","en_Ray'sBoathouse_477775915:5","en_Ray'sBoathouse_477775918:8","Same","restaurant",3
"pair_1452","en_Ray'sBoathouse_477775915:7","en_Ray'sBoathouse_477775918:4","Same","restaurant",3.25
"pair_1453","en_Ray'sBoathouse_477775916:1","en_Ray'sBoathouse_477775915:3","Same","restaurant",2.66666666666667
"pair_1454","en_Ray'sBoathouse_477775916:1","en_Ray'sBoathouse_477775918:1","Same","restaurant",3
"pair_1455","en_Ray'sBoathouse_477775916:1","en_Ray'sBoathouse_477775918:13","Same","restaurant",2.66666666666667
"pair_1456","en_Ray'sBoathouse_477775916:1","en_Ray'sBoathouse_477775920:4","Same","restaurant",3.2
"pair_1457","en_Ray'sBoathouse_477775916:2","en_Ray'sBoathouse_477775915:0","Same","restaurant",2.33333333333333
"pair_1458","en_Ray'sBoathouse_477775916:2","en_Ray'sBoathouse_477775915:5","Same","restaurant",2.66666666666667
"pair_1459","en_Ray'sBoathouse_477775916:2","en_Ray'sBoathouse_477775918:7","Same","restaurant",3
"pair_146","B0074703CM_156_ANONYMOUS:1","B0074703CM_192_ANONYMOUS:14","Same","laptop",2.5
"pair_1460","en_Ray'sBoathouse_477775916:2","en_Ray'sBoathouse_477775918:9","Same","restaurant",3.25
"pair_1461","en_Ray'sBoathouse_477775917:2","en_Ray'sBoathouse_477775915:7","Same","restaurant",3.25
"pair_1462","en_Ray'sBoathouse_477775917:2","en_Ray'sBoathouse_477775918:4","Same","restaurant",3.25
"pair_1463","en_Ray'sBoathouse_477775917:4","en_Ray'sBoathouse_477775918:1","Same","restaurant",3
"pair_1464","en_Ray'sBoathouse_477775917:4","en_Ray'sBoathouse_477775918:13","Same","restaurant",2.66666666666667
"pair_1465","en_Ray'sBoathouse_477775918:7","en_Ray'sBoathouse_477775918:8","Same","restaurant",2.33333333333333
"pair_1466","en_Ray'sBoathouse_477775918:8","en_Ray'sBoathouse_477775918:9","Same","restaurant",3
"pair_1467","en_Ray'sBoathouse_477775919:0","en_Ray'sBoathouse_477775915:5","Same","restaurant",2.8
"pair_1468","en_Ray'sBoathouse_477775919:0","en_Ray'sBoathouse_477775918:8","Same","restaurant",2.4
"pair_1469","en_Ray'sBoathouse_477775919:0","en_Ray'sBoathouse_477775918:9","Same","restaurant",3
"pair_147","B0074703CM_156_ANONYMOUS:1","B0074703CM_193_ANONYMOUS:5","Same","laptop",3
"pair_1470","en_Ray'sBoathouse_477775919:2","en_Ray'sBoathouse_477775915:3","Same","restaurant",3
"pair_1471","en_Ray'sBoathouse_477775919:2","en_Ray'sBoathouse_477775916:1","Same","restaurant",2.75
"pair_1472","en_Ray'sBoathouse_477775919:2","en_Ray'sBoathouse_477775918:1","Same","restaurant",3.66666666666667
"pair_1473","en_Ray'sBoathouse_477775919:2","en_Ray'sBoathouse_477775920:4","Same","restaurant",3
"pair_1474","en_Ray'sBoathouse_477775920:0","en_Ray'sBoathouse_477775920:3","Same","restaurant",3
"pair_1475","en_Ray'sBoathouse_477775920:3","en_Ray'sBoathouse_477775915:1","Same","restaurant",3
"pair_1476","en_Ray'sBoathouse_477775920:3","en_Ray'sBoathouse_477775918:9","Same","restaurant",3
"pair_1477","en_Ray'sBoathouse_477775920:4","en_Ray'sBoathouse_477775915:3","Same","restaurant",3
"pair_1478","en_Ray'sBoathouse_477775920:4","en_Ray'sBoathouse_477775918:1","Same","restaurant",3.5
"pair_1479","en_SchoonerOrLater_477965689:0","en_SchoonerOrLater_477965689:1","Same","restaurant",3.5
"pair_148","B0074703CM_156_ANONYMOUS:1","B0074703CM_224_ANONYMOUS:15","Same","laptop",3
"pair_1480","en_SchoonerOrLater_477965689:0","en_SchoonerOrLater_481226185:2","Same","restaurant",2
"pair_1481","en_SchoonerOrLater_477965689:1","en_SchoonerOrLater_479615721:1","Same","restaurant",3
"pair_1482","en_SchoonerOrLater_477965689:1","en_SchoonerOrLater_481226185:0","Same","restaurant",3
"pair_1483","en_SchoonerOrLater_477965690:1","en_SchoonerOrLater_477965690:2","Same","restaurant",3.25
"pair_1484","en_SchoonerOrLater_477965690:1","en_SchoonerOrLater_477965848:3","Same","restaurant",4
"pair_1485","en_SchoonerOrLater_477965690:1","en_SchoonerOrLater_477965849:3","Different","restaurant",0.75
"pair_1486","en_SchoonerOrLater_477965690:1","en_SchoonerOrLater_477965849:4","Different","restaurant",0
"pair_1487","en_SchoonerOrLater_477965690:1","en_SchoonerOrLater_477965850:0","Same","restaurant",3.33333333333333
"pair_1488","en_SchoonerOrLater_477965690:1","en_SchoonerOrLater_477965850:10","Same","restaurant",3
"pair_1489","en_SchoonerOrLater_477965690:1","en_SchoonerOrLater_477965850:3","Same","restaurant",2.75
"pair_149","B0074703CM_156_ANONYMOUS:1","B0074703CM_227_ANONYMOUS:0","Same","laptop",2.75
"pair_1490","en_SchoonerOrLater_477965690:1","en_SchoonerOrLater_477965850:4","Same","restaurant",3
"pair_1491","en_SchoonerOrLater_477965690:1","en_SchoonerOrLater_479842021:4","Same","restaurant",2.5
"pair_1492","en_SchoonerOrLater_477965690:1","en_SchoonerOrLater_479842021:7","Same","restaurant",2.5
"pair_1493","en_SchoonerOrLater_477965690:1","en_SchoonerOrLater_479842021:8","Same","restaurant",3
"pair_1494","en_SchoonerOrLater_477965690:2","en_SchoonerOrLater_477965848:3","Same","restaurant",3
"pair_1495","en_SchoonerOrLater_477965690:2","en_SchoonerOrLater_477965849:3","Different","restaurant",0.666666666666667
"pair_1496","en_SchoonerOrLater_477965690:2","en_SchoonerOrLater_477965849:4","Different","restaurant",0.75
"pair_1497","en_SchoonerOrLater_477965690:2","en_SchoonerOrLater_477965850:0","Same","restaurant",3.33333333333333
"pair_1498","en_SchoonerOrLater_477965690:2","en_SchoonerOrLater_477965850:10","Same","restaurant",3.25
"pair_1499","en_SchoonerOrLater_477965690:2","en_SchoonerOrLater_477965850:3","Same","restaurant",2.75
"pair_15","B0074703CM_102_ANONYMOUS:4","B0074703CM_224_ANONYMOUS:15","Same","laptop",2
"pair_150","B0074703CM_156_ANONYMOUS:1","B0074703CM_227_ANONYMOUS:9","Same","laptop",3.66666666666667
"pair_1500","en_SchoonerOrLater_477965690:2","en_SchoonerOrLater_477965850:4","Same","restaurant",2.66666666666667
"pair_1501","en_SchoonerOrLater_477965690:2","en_SchoonerOrLater_479842021:4","Same","restaurant",2.5
"pair_1502","en_SchoonerOrLater_477965690:2","en_SchoonerOrLater_479842021:7","Same","restaurant",2.66666666666667
"pair_1503","en_SchoonerOrLater_477965690:2","en_SchoonerOrLater_479842021:8","Same","restaurant",3
"pair_1504","en_SchoonerOrLater_477965848:0","en_SchoonerOrLater_477965848:5","Same","restaurant",2
"pair_1505","en_SchoonerOrLater_477965848:0","en_SchoonerOrLater_477965848:7","Same","restaurant",3.25
"pair_1506","en_SchoonerOrLater_477965848:0","en_SchoonerOrLater_477965848:8","Same","restaurant",2.5
"pair_1507","en_SchoonerOrLater_477965848:3","en_SchoonerOrLater_477965850:0","Same","restaurant",3.5
"pair_1508","en_SchoonerOrLater_477965848:3","en_SchoonerOrLater_477965850:10","Same","restaurant",2.33333333333333
"pair_1509","en_SchoonerOrLater_477965848:3","en_SchoonerOrLater_477965850:4","Same","restaurant",2.66666666666667
"pair_151","B0074703CM_156_ANONYMOUS:1","B0074703CM_251_ANONYMOUS:10","Same","laptop",2.66666666666667
"pair_1510","en_SchoonerOrLater_477965848:3","en_SchoonerOrLater_479842021:4","Same","restaurant",2.33333333333333
"pair_1511","en_SchoonerOrLater_477965848:3","en_SchoonerOrLater_479842021:7","Same","restaurant",2.66666666666667
"pair_1512","en_SchoonerOrLater_477965848:3","en_SchoonerOrLater_479842021:8","Same","restaurant",3
"pair_1513","en_SchoonerOrLater_477965848:5","en_SchoonerOrLater_477965848:6","Same","restaurant",1.25
"pair_1514","en_SchoonerOrLater_477965848:5","en_SchoonerOrLater_477965848:7","Same","restaurant",2.66666666666667
"pair_1515","en_SchoonerOrLater_477965848:5","en_SchoonerOrLater_477965848:8","Same","restaurant",2.25
"pair_1516","en_SchoonerOrLater_477965848:6","en_SchoonerOrLater_477965848:7","Same","restaurant",2.33333333333333
"pair_1517","en_SchoonerOrLater_477965848:6","en_SchoonerOrLater_477965848:8","Same","restaurant",2.25
"pair_1518","en_SchoonerOrLater_477965848:6","en_SchoonerOrLater_479842021:0","Same","restaurant",2
"pair_1519","en_SchoonerOrLater_477965848:6","en_SchoonerOrLater_481226185:3","Different","restaurant",1.75
"pair_152","B0074703CM_156_ANONYMOUS:1","B0074703CM_282_ANONYMOUS:7","Different","laptop",2
"pair_1520","en_SchoonerOrLater_477965848:8","en_SchoonerOrLater_481226185:3","Different","restaurant",1
"pair_1521","en_SchoonerOrLater_477965849:0","en_SchoonerOrLater_479615721:3","Same","restaurant",3.4
"pair_1522","en_SchoonerOrLater_477965849:2","en_SchoonerOrLater_477965689:1","Same","restaurant",3.25
"pair_1523","en_SchoonerOrLater_477965849:3","en_SchoonerOrLater_477965848:3","Different","restaurant",1.33333333333333
"pair_1524","en_SchoonerOrLater_477965849:3","en_SchoonerOrLater_477965849:4","Same","restaurant",2.6
"pair_1525","en_SchoonerOrLater_477965849:3","en_SchoonerOrLater_477965850:0","Different","restaurant",0.5
"pair_1526","en_SchoonerOrLater_477965849:3","en_SchoonerOrLater_477965850:10","Different","restaurant",1.66666666666667
"pair_1527","en_SchoonerOrLater_477965849:3","en_SchoonerOrLater_477965850:3","Different","restaurant",1.25
"pair_1528","en_SchoonerOrLater_477965849:3","en_SchoonerOrLater_477965850:4","Different","restaurant",1
"pair_1529","en_SchoonerOrLater_477965849:3","en_SchoonerOrLater_479842021:4","Different","restaurant",1.33333333333333
"pair_153","B0074703CM_156_ANONYMOUS:1","B0074703CM_288_ANONYMOUS:3","Same","laptop",2.66666666666667
"pair_1530","en_SchoonerOrLater_477965849:3","en_SchoonerOrLater_479842021:7","Different","restaurant",2
"pair_1531","en_SchoonerOrLater_477965849:3","en_SchoonerOrLater_479842021:8","Different","restaurant",0.75
"pair_1532","en_SchoonerOrLater_477965849:4","en_SchoonerOrLater_477965848:3","Different","restaurant",0.25
"pair_1533","en_SchoonerOrLater_477965849:4","en_SchoonerOrLater_477965850:0","Different","restaurant",0.25
"pair_1534","en_SchoonerOrLater_477965849:4","en_SchoonerOrLater_477965850:10","Different","restaurant",1.6
"pair_1535","en_SchoonerOrLater_477965849:4","en_SchoonerOrLater_477965850:4","Different","restaurant",1.33333333333333
"pair_1536","en_SchoonerOrLater_477965849:4","en_SchoonerOrLater_479842021:4","Different","restaurant",0.75
"pair_1537","en_SchoonerOrLater_477965849:4","en_SchoonerOrLater_479842021:7","Different","restaurant",1.33333333333333
"pair_1538","en_SchoonerOrLater_477965849:4","en_SchoonerOrLater_479842021:8","Different","restaurant",0.75
"pair_1539","en_SchoonerOrLater_477965849:5","en_SchoonerOrLater_481226185:0","Same","restaurant",2.5
"pair_154","B0074703CM_156_ANONYMOUS:1","B0074703CM_73_ANONYMOUS:15","Same","laptop",3
"pair_1540","en_SchoonerOrLater_477965849:5","en_SchoonerOrLater_481226185:2","Same","restaurant",2.25
"pair_1541","en_SchoonerOrLater_477965849:6","en_SchoonerOrLater_477965689:0","Same","restaurant",2
"pair_1542","en_SchoonerOrLater_477965849:6","en_SchoonerOrLater_479615721:3","Same","restaurant",2.5
"pair_1543","en_SchoonerOrLater_477965849:6","en_SchoonerOrLater_481226185:0","Same","restaurant",1.66666666666667
"pair_1544","en_SchoonerOrLater_477965849:6","en_SchoonerOrLater_481226185:2","Same","restaurant",2
"pair_1545","en_SchoonerOrLater_477965850:0","en_SchoonerOrLater_477965850:10","Same","restaurant",2.75
"pair_1546","en_SchoonerOrLater_477965850:0","en_SchoonerOrLater_477965850:3","Same","restaurant",2.75
"pair_1547","en_SchoonerOrLater_477965850:0","en_SchoonerOrLater_477965850:4","Same","restaurant",3
"pair_1548","en_SchoonerOrLater_477965850:3","en_SchoonerOrLater_477965850:10","Same","restaurant",2
"pair_1549","en_SchoonerOrLater_477965850:3","en_SchoonerOrLater_477965850:4","Same","restaurant",2
"pair_155","B0074703CM_156_ANONYMOUS:1","B0074703CM_73_ANONYMOUS:2","Same","laptop",3
"pair_1550","en_SchoonerOrLater_477965850:4","en_SchoonerOrLater_477965850:10","Same","restaurant",2.33333333333333
"pair_1551","en_SchoonerOrLater_479615721:1","en_SchoonerOrLater_479615721:3","Same","restaurant",2.75
"pair_1552","en_SchoonerOrLater_479615721:1","en_SchoonerOrLater_481226185:0","Same","restaurant",3.66666666666667
"pair_1553","en_SchoonerOrLater_479615721:3","en_SchoonerOrLater_481226185:0","Same","restaurant",2.33333333333333
"pair_1554","en_SchoonerOrLater_479615721:3","en_SchoonerOrLater_481226185:2","Same","restaurant",3
"pair_1555","en_SchoonerOrLater_479842021:4","en_SchoonerOrLater_477965850:0","Same","restaurant",3
"pair_1556","en_SchoonerOrLater_479842021:4","en_SchoonerOrLater_477965850:10","Same","restaurant",2.66666666666667
"pair_1557","en_SchoonerOrLater_479842021:4","en_SchoonerOrLater_477965850:3","Same","restaurant",2.5
"pair_1558","en_SchoonerOrLater_479842021:4","en_SchoonerOrLater_477965850:4","Same","restaurant",2.5
"pair_1559","en_SchoonerOrLater_479842021:4","en_SchoonerOrLater_479842021:7","Same","restaurant",2
"pair_156","B0074703CM_157_ANONYMOUS:11","B0074703CM_157_ANONYMOUS:12","Same","laptop",2.33333333333333
"pair_1560","en_SchoonerOrLater_479842021:4","en_SchoonerOrLater_479842021:8","Same","restaurant",3
"pair_1561","en_SchoonerOrLater_479842021:7","en_SchoonerOrLater_477965850:0","Same","restaurant",2.66666666666667
"pair_1562","en_SchoonerOrLater_479842021:7","en_SchoonerOrLater_477965850:10","Same","restaurant",2.33333333333333
"pair_1563","en_SchoonerOrLater_479842021:7","en_SchoonerOrLater_477965850:3","Same","restaurant",2.5
"pair_1564","en_SchoonerOrLater_479842021:7","en_SchoonerOrLater_477965850:4","Same","restaurant",1.66666666666667
"pair_1565","en_SchoonerOrLater_479842021:7","en_SchoonerOrLater_479842021:8","Same","restaurant",2.5
"pair_1566","en_SchoonerOrLater_479842021:8","en_SchoonerOrLater_477965850:10","Same","restaurant",2.33333333333333
"pair_1567","en_SchoonerOrLater_479842021:8","en_SchoonerOrLater_477965850:3","Same","restaurant",3
"pair_1568","en_SchoonerOrLater_479842021:8","en_SchoonerOrLater_477965850:4","Same","restaurant",3.25
"pair_1569","en_SnoozeanAMEatery_479991844:2","en_SnoozeanAMEatery_480032670:3","Same","restaurant",3.25
"pair_157","B0074703CM_159_ANONYMOUS:2","B0074703CM_148_ANONYMOUS:1","Same","laptop",3
"pair_1570","en_SnoozeanAMEatery_479991844:2","en_SnoozeanAMEatery_480133929:3","Different","restaurant",0.5
"pair_1571","en_SnoozeanAMEatery_479991844:2","en_SnoozeanAMEatery_480133929:4","Same","restaurant",3
"pair_1572","en_SnoozeanAMEatery_479991844:2","en_SnoozeanAMEatery_480133929:6","Different","restaurant",1
"pair_1573","en_SnoozeanAMEatery_479991844:2","en_SnoozeanAMEatery_480171723:1","Different","restaurant",1
"pair_1574","en_SnoozeanAMEatery_479991844:2","en_SnoozeanAMEatery_480412257:2","Different","restaurant",1.75
"pair_1575","en_SnoozeanAMEatery_479991844:2","en_SnoozeanAMEatery_480412257:3","Different","restaurant",0.5
"pair_1576","en_SnoozeanAMEatery_479991844:4","en_SnoozeanAMEatery_480032670:0","Same","restaurant",2.5
"pair_1577","en_SnoozeanAMEatery_479991844:4","en_SnoozeanAMEatery_480133929:5","Same","restaurant",2
"pair_1578","en_SnoozeanAMEatery_479991844:4","en_SnoozeanAMEatery_480133929:7","Same","restaurant",2.25
"pair_1579","en_SnoozeanAMEatery_479991844:4","en_SnoozeanAMEatery_480412257:8","Different","restaurant",1.66666666666667
"pair_158","B0074703CM_159_ANONYMOUS:2","B0074703CM_173_ANONYMOUS:4","Different","laptop",1
"pair_1580","en_SnoozeanAMEatery_480032670:0","en_SnoozeanAMEatery_480133929:7","Same","restaurant",2.66666666666667
"pair_1581","en_SnoozeanAMEatery_480032670:2","en_SnoozeanAMEatery_480032670:5","Same","restaurant",1.75
"pair_1582","en_SnoozeanAMEatery_480032670:3","en_SnoozeanAMEatery_480133929:3","Different","restaurant",1.33333333333333
"pair_1583","en_SnoozeanAMEatery_480032670:3","en_SnoozeanAMEatery_480133929:4","Same","restaurant",2.66666666666667
"pair_1584","en_SnoozeanAMEatery_480032670:3","en_SnoozeanAMEatery_480133929:6","Different","restaurant",0.75
"pair_1585","en_SnoozeanAMEatery_480032670:3","en_SnoozeanAMEatery_480171723:1","Different","restaurant",1
"pair_1586","en_SnoozeanAMEatery_480133929:3","en_SnoozeanAMEatery_480133929:4","Different","restaurant",0.25
"pair_1587","en_SnoozeanAMEatery_480133929:3","en_SnoozeanAMEatery_480133929:6","Different","restaurant",3.5
"pair_1588","en_SnoozeanAMEatery_480133929:3","en_SnoozeanAMEatery_480171723:1","Different","restaurant",2.66666666666667
"pair_1589","en_SnoozeanAMEatery_480133929:4","en_SnoozeanAMEatery_480133929:6","Different","restaurant",1
"pair_159","B0074703CM_159_ANONYMOUS:2","B0074703CM_192_ANONYMOUS:14","Same","laptop",2.75
"pair_1590","en_SnoozeanAMEatery_480133929:4","en_SnoozeanAMEatery_480171723:1","Different","restaurant",1
"pair_1591","en_SnoozeanAMEatery_480133929:5","en_SnoozeanAMEatery_480133929:7","Same","restaurant",3
"pair_1592","en_SnoozeanAMEatery_480133929:6","en_SnoozeanAMEatery_480171723:1","Same","restaurant",2.75
"pair_1593","en_SnoozeanAMEatery_480412257:2","en_SnoozeanAMEatery_480032670:3","Different","restaurant",2
"pair_1594","en_SnoozeanAMEatery_480412257:2","en_SnoozeanAMEatery_480133929:3","Different","restaurant",3.5
"pair_1595","en_SnoozeanAMEatery_480412257:2","en_SnoozeanAMEatery_480133929:4","Different","restaurant",1.2
"pair_1596","en_SnoozeanAMEatery_480412257:2","en_SnoozeanAMEatery_480133929:6","Same","restaurant",2.66666666666667
"pair_1597","en_SnoozeanAMEatery_480412257:2","en_SnoozeanAMEatery_480171723:1","Same","restaurant",1.66666666666667
"pair_1598","en_SnoozeanAMEatery_480412257:2","en_SnoozeanAMEatery_480412257:3","Different","restaurant",2.5
"pair_1599","en_SnoozeanAMEatery_480412257:3","en_SnoozeanAMEatery_480032670:3","Different","restaurant",0.25
"pair_16","B0074703CM_102_ANONYMOUS:4","B0074703CM_227_ANONYMOUS:0","Same","laptop",2.33333333333333
"pair_160","B0074703CM_159_ANONYMOUS:2","B0074703CM_224_ANONYMOUS:15","Same","laptop",3
"pair_1600","en_SnoozeanAMEatery_480412257:3","en_SnoozeanAMEatery_480133929:3","Same","restaurant",2.2
"pair_1601","en_SnoozeanAMEatery_480412257:3","en_SnoozeanAMEatery_480133929:4","Different","restaurant",1
"pair_1602","en_SnoozeanAMEatery_480412257:3","en_SnoozeanAMEatery_480133929:6","Different","restaurant",3
"pair_1603","en_SnoozeanAMEatery_480412257:3","en_SnoozeanAMEatery_480171723:1","Different","restaurant",2.75
"pair_1604","en_SnoozeanAMEatery_480412257:6","en_SnoozeanAMEatery_480032670:8","Different","restaurant",2
"pair_1605","en_SnoozeanAMEatery_480412257:8","en_SnoozeanAMEatery_480032670:0","Different","restaurant",1.33333333333333
"pair_1606","en_SnoozeanAMEatery_480412257:8","en_SnoozeanAMEatery_480133929:5","Different","restaurant",1
"pair_1607","en_SnoozeanAMEatery_480412257:8","en_SnoozeanAMEatery_480133929:7","Different","restaurant",0.333333333333333
"pair_1608","en_StackRestaurant__Bar_478538111:3","en_StackRestaurant__Bar_478538111:4","Same","restaurant",3
"pair_1609","en_StackRestaurant__Bar_478538239:0","en_StackRestaurant__Bar_478538239:13","Different","restaurant",1.66666666666667
"pair_161","B0074703CM_159_ANONYMOUS:2","B0074703CM_251_ANONYMOUS:10","Same","laptop",3
"pair_1610","en_StackRestaurant__Bar_478538239:0","en_StackRestaurant__Bar_478538239:17","Same","restaurant",2.75
"pair_1611","en_StackRestaurant__Bar_478538239:11","en_StackRestaurant__Bar_478538239:12","Different","restaurant",2
"pair_1612","en_StackRestaurant__Bar_478538239:12","en_StackRestaurant__Bar_478538239:13","Different","restaurant",2
"pair_1613","en_StackRestaurant__Bar_478538239:12","en_StackRestaurant__Bar_478538239:17","Different","restaurant",3
"pair_1614","en_StackRestaurant__Bar_478538239:13","en_StackRestaurant__Bar_478538111:0","Different","restaurant",1.5
"pair_1615","en_StackRestaurant__Bar_478538239:16","en_StackRestaurant__Bar_478538111:0","Same","restaurant",2.66666666666667
"pair_1616","en_StackRestaurant__Bar_478538239:19","en_StackRestaurant__Bar_478538111:3","Same","restaurant",3
"pair_1617","en_StackRestaurant__Bar_478538239:19","en_StackRestaurant__Bar_478538111:4","Same","restaurant",3.75
"pair_1618","en_StackRestaurant__Bar_478538239:8","en_StackRestaurant__Bar_478538111:0","Same","restaurant",3
"pair_1619","en_StackRestaurant__Bar_478538239:8","en_StackRestaurant__Bar_478538239:11","Same","restaurant",3
"pair_162","B0074703CM_159_ANONYMOUS:2","B0074703CM_282_ANONYMOUS:7","Different","laptop",1.33333333333333
"pair_1620","en_StackRestaurant__Bar_478538239:8","en_StackRestaurant__Bar_478538239:13","Different","restaurant",1.75
"pair_1621","en_StackRestaurant__Bar_478538239:8","en_StackRestaurant__Bar_478538239:17","Same","restaurant",3
"pair_1622","en_StackRestaurant__Bar_478538242:1","en_StackRestaurant__Bar_478538239:20","Same","restaurant",3
"pair_1623","en_StackRestaurant__Bar_478538242:1","en_StackRestaurant__Bar_478538242:2","Same","restaurant",1.33333333333333
"pair_1624","en_StackRestaurant__Bar_478538242:2","en_StackRestaurant__Bar_478538239:20","Same","restaurant",2.66666666666667
"pair_1625","en_StackRestaurant__Bar_478538242:3","en_StackRestaurant__Bar_478538239:8","Same","restaurant",3.25
"pair_1626","en_StackRestaurant__Bar_478538242:4","en_StackRestaurant__Bar_478538239:11","Same","restaurant",2.75
"pair_1627","en_StackRestaurant__Bar_478538242:4","en_StackRestaurant__Bar_478538239:16","Same","restaurant",2.33333333333333
"pair_1628","en_StackRestaurant__Bar_478538242:4","en_StackRestaurant__Bar_478538239:17","Same","restaurant",2.66666666666667
"pair_1629","en_StackRestaurant__Bar_478538242:4","en_StackRestaurant__Bar_478538239:5","Different","restaurant",2.6
"pair_163","B0074703CM_159_ANONYMOUS:2","B0074703CM_73_ANONYMOUS:15","Same","laptop",2.66666666666667
"pair_1630","en_StackRestaurant__Bar_478538242:4","en_StackRestaurant__Bar_478538242:7","Same","restaurant",2.33333333333333
"pair_1631","en_StackRestaurant__Bar_478538242:5","en_StackRestaurant__Bar_478538111:5","Same","restaurant",2.6
"pair_1632","en_StackRestaurant__Bar_478538242:5","en_StackRestaurant__Bar_478538239:11","Same","restaurant",3
"pair_1633","en_StackRestaurant__Bar_478538242:7","en_StackRestaurant__Bar_478538111:0","Same","restaurant",2.25
"pair_1634","en_StackRestaurant__Bar_478538242:7","en_StackRestaurant__Bar_478538111:5","Same","restaurant",2.5
"pair_1635","en_StackRestaurant__Bar_478538242:7","en_StackRestaurant__Bar_478538239:5","Different","restaurant",2.25
"pair_164","B0074703CM_159_ANONYMOUS:2","B0074703CM_73_ANONYMOUS:2","Same","laptop",2.66666666666667
"pair_165","B0074703CM_166_ANONYMOUS:4","B0074703CM_314_ANONYMOUS:0","Different","laptop",1.33333333333333
"pair_166","B0074703CM_182_ANONYMOUS:1","B0074703CM_166_ANONYMOUS:0","Same","laptop",3
"pair_167","B0074703CM_182_ANONYMOUS:1","B0074703CM_173_ANONYMOUS:0","Same","laptop",3.33333333333333
"pair_168","B0074703CM_182_ANONYMOUS:1","B0074703CM_31_ANONYMOUS:0","Same","laptop",3.4
"pair_169","B0074703CM_182_ANONYMOUS:1","B0074703CM_314_ANONYMOUS:0","Different","laptop",0
"pair_17","B0074703CM_102_ANONYMOUS:4","B0074703CM_227_ANONYMOUS:6","Same","laptop",3.5
"pair_170","B0074703CM_182_ANONYMOUS:1","B0074703CM_73_ANONYMOUS:0","Same","laptop",3.33333333333333
"pair_171","B0074703CM_182_ANONYMOUS:2","B0074703CM_148_ANONYMOUS:1","Same","laptop",3
"pair_172","B0074703CM_182_ANONYMOUS:2","B0074703CM_173_ANONYMOUS:4","Different","laptop",1.33333333333333
"pair_173","B0074703CM_182_ANONYMOUS:2","B0074703CM_192_ANONYMOUS:14","Same","laptop",2.25
"pair_174","B0074703CM_182_ANONYMOUS:2","B0074703CM_224_ANONYMOUS:15","Same","laptop",2.25
"pair_175","B0074703CM_182_ANONYMOUS:2","B0074703CM_227_ANONYMOUS:0","Same","laptop",3.2
"pair_176","B0074703CM_182_ANONYMOUS:2","B0074703CM_227_ANONYMOUS:6","Same","laptop",3
"pair_177","B0074703CM_182_ANONYMOUS:2","B0074703CM_227_ANONYMOUS:9","Same","laptop",3
"pair_178","B0074703CM_182_ANONYMOUS:2","B0074703CM_251_ANONYMOUS:10","Same","laptop",2.25
"pair_179","B0074703CM_182_ANONYMOUS:2","B0074703CM_282_ANONYMOUS:7","Different","laptop",2.33333333333333
"pair_18","B0074703CM_102_ANONYMOUS:4","B0074703CM_227_ANONYMOUS:9","Same","laptop",3
"pair_180","B0074703CM_182_ANONYMOUS:2","B0074703CM_288_ANONYMOUS:3","Same","laptop",3
"pair_181","B0074703CM_182_ANONYMOUS:2","B0074703CM_73_ANONYMOUS:15","Same","laptop",2.66666666666667
"pair_182","B0074703CM_182_ANONYMOUS:2","B0074703CM_73_ANONYMOUS:2","Same","laptop",2.5
"pair_183","B0074703CM_182_ANONYMOUS:4","B0074703CM_173_ANONYMOUS:0","Same","laptop",2.33333333333333
"pair_184","B0074703CM_182_ANONYMOUS:4","B0074703CM_194_ANONYMOUS:15","Same","laptop",3.25
"pair_185","B0074703CM_182_ANONYMOUS:4","B0074703CM_31_ANONYMOUS:3","Same","laptop",2.4
"pair_186","B0074703CM_182_ANONYMOUS:4","B0074703CM_6_ANONYMOUS:10","Same","laptop",2.8
"pair_187","B0074703CM_182_ANONYMOUS:4","B0074703CM_73_ANONYMOUS:0","Same","laptop",3.25
"pair_188","B0074703CM_182_ANONYMOUS:4","B0074703CM_97_ANONYMOUS:3","Same","laptop",2
"pair_189","B0074703CM_182_ANONYMOUS:5","B0074703CM_157_ANONYMOUS:11","Different","laptop",1
"pair_19","B0074703CM_102_ANONYMOUS:4","B0074703CM_288_ANONYMOUS:3","Same","laptop",3.75
"pair_190","B0074703CM_182_ANONYMOUS:5","B0074703CM_194_ANONYMOUS:6","Same","laptop",3.25
"pair_191","B0074703CM_182_ANONYMOUS:5","B0074703CM_24_ANONYMOUS:6","Same","laptop",2.33333333333333
"pair_192","B0074703CM_182_ANONYMOUS:5","B0074703CM_63_ANONYMOUS:0","Same","laptop",2.75
