pair_id,sent1_text,sent2_text,domain,group,avg
pair_193,"Pay me now, Pay me later.........I am happy with my choice going with this laptop.","If it was possible to give them 0 start, I would have done it.",Laptop,Different,1.666666667
pair_194,It took 3 days to make an appointment at the local Apple store.,They did not replace the motherboard.,Laptop,Same,2.25
pair_195,It took 3 days to make an appointment at the local Apple store.,Instead they 'tightened' a loose wire.,Laptop,Same,2
pair_196,It took 3 days to make an appointment at the local Apple store.,I started it up and it still has the same problem I went in to fix.,Laptop,Same,2.666666667
pair_197,It took 3 days to make an appointment at the local Apple store.,So I'm going back to Genius Bar for visit #6.,Laptop,Same,2.25
pair_198,It took 3 days to make an appointment at the local Apple store.,I think it may have to be 'Apple Don't Care' instead of Apple Care.,Laptop,Same,3.25
pair_199,It took 3 days to make an appointment at the local Apple store.,He explained to me the battery expansion is 'normal'.,Laptop,Same,1.333333333
pair_2,Like so many others who do this there is a learning curve and I'm excited to do it.,"Overall, it is a fantastic laptop.",Laptop,Same,2.75
pair_20,"It takes less time to power up, and if you just close the case it go into sleep mode.","Mine has been though hundreds of parties, weddings, quinces, anything involving performances, it can take it!",Laptop,Same,2.8
pair_200,It took 3 days to make an appointment at the local Apple store.,Apple doesn't cover battery expansion under any circumstances not even under their Apple Care.,Laptop,Same,3
pair_201,It took 3 days to make an appointment at the local Apple store.,The battery is simply considered 'consumable' and NOT covered.,Laptop,Same,2.333333333
pair_202,It took 3 days to make an appointment at the local Apple store.,They tried to tell me that the battery wasn't covered by the warranty and it costs about $150 to replace.,Laptop,Same,1.333333333
pair_203,It took 3 days to make an appointment at the local Apple store.,They ended up not charging me.,Laptop,Different,2.333333333
pair_204,It took 3 days to make an appointment at the local Apple store.,The online customer service was awful.,Laptop,Same,2
pair_205,It took 3 days to make an appointment at the local Apple store.,Gave me the runaround for an entire day and treated me like an imbecile.,Laptop,Same,2.75
pair_206,It took 3 days to make an appointment at the local Apple store.,"As a matter of fact, no matter how many times I asked that question, the employees I spoke purposely ignored it.",Laptop,Same,2.666666667
pair_207,It took 3 days to make an appointment at the local Apple store.,And apple was happy to install the latest osx for free!,Laptop,Different,0.75
pair_208,It took 3 days to make an appointment at the local Apple store.,"My laptop was under coverage but when I gave it to them for repairs, they quoted me $755 for it.",Laptop,Same,2.25
pair_209,He explained to me the battery expansion is 'normal'.,They did not replace the motherboard.,Laptop,Same,2.333333333
pair_21,"It takes less time to power up, and if you just close the case it go into sleep mode.",Three years ago I had purchased this bad boy and it still runs great!,Laptop,Same,2.666666667
pair_210,He explained to me the battery expansion is 'normal'.,Instead they 'tightened' a loose wire.,Laptop,Same,3
pair_211,He explained to me the battery expansion is 'normal'.,It also has a big new scratch on the top cover.,Laptop,Same,2
pair_212,He explained to me the battery expansion is 'normal'.,I started it up and it still has the same problem I went in to fix.,Laptop,Same,2
pair_213,He explained to me the battery expansion is 'normal'.,So I'm going back to Genius Bar for visit #6.,Laptop,Same,1.75
pair_214,He explained to me the battery expansion is 'normal'.,I think it may have to be 'Apple Don't Care' instead of Apple Care.,Laptop,Same,1
pair_215,He explained to me the battery expansion is 'normal'.,The battery is simply considered 'consumable' and NOT covered.,Laptop,Same,2
pair_216,He explained to me the battery expansion is 'normal'.,They tried to tell me that the battery wasn't covered by the warranty and it costs about $150 to replace.,Laptop,Same,1.666666667
pair_217,He explained to me the battery expansion is 'normal'.,They ended up not charging me.,Laptop,Different,1.75
pair_218,He explained to me the battery expansion is 'normal'.,Gave me the runaround for an entire day and treated me like an imbecile.,Laptop,Same,1.333333333
pair_219,He explained to me the battery expansion is 'normal'.,"As a matter of fact, no matter how many times I asked that question, the employees I spoke purposely ignored it.",Laptop,Same,1
pair_22,WHen you open it wakes up almost immediately.,"Boot time is super fast, around anywhere from 35 seconds to 1 minute.",Laptop,Same,3.666666667
pair_220,He explained to me the battery expansion is 'normal'.,And apple was happy to install the latest osx for free!,Laptop,Different,1.75
pair_221,He explained to me the battery expansion is 'normal'.,"My laptop was under coverage but when I gave it to them for repairs, they quoted me $755 for it.",Laptop,Same,1.333333333
pair_222,Apple doesn't cover battery expansion under any circumstances not even under their Apple Care.,They did not replace the motherboard.,Laptop,Same,1.666666667
pair_223,Apple doesn't cover battery expansion under any circumstances not even under their Apple Care.,Instead they 'tightened' a loose wire.,Laptop,Same,1.666666667
pair_224,Apple doesn't cover battery expansion under any circumstances not even under their Apple Care.,It also has a big new scratch on the top cover.,Laptop,Same,2.333333333
pair_225,Apple doesn't cover battery expansion under any circumstances not even under their Apple Care.,I started it up and it still has the same problem I went in to fix.,Laptop,Same,2.333333333
pair_226,Apple doesn't cover battery expansion under any circumstances not even under their Apple Care.,So I'm going back to Genius Bar for visit #6.,Laptop,Same,1.5
pair_227,Apple doesn't cover battery expansion under any circumstances not even under their Apple Care.,I think it may have to be 'Apple Don't Care' instead of Apple Care.,Laptop,Same,3
pair_228,Apple doesn't cover battery expansion under any circumstances not even under their Apple Care.,The battery is simply considered 'consumable' and NOT covered.,Laptop,Same,2.666666667
pair_229,Apple doesn't cover battery expansion under any circumstances not even under their Apple Care.,They tried to tell me that the battery wasn't covered by the warranty and it costs about $150 to replace.,Laptop,Same,2.75
pair_23,WHen you open it wakes up almost immediately.,Machine is flying and with parallels desktop 8 I have my old PC notebook completely functional on my MBP.,Laptop,Same,2.333333333
pair_230,Apple doesn't cover battery expansion under any circumstances not even under their Apple Care.,They ended up not charging me.,Laptop,Different,2
pair_231,Apple doesn't cover battery expansion under any circumstances not even under their Apple Care.,The online customer service was awful.,Laptop,Same,2.5
pair_232,Apple doesn't cover battery expansion under any circumstances not even under their Apple Care.,Gave me the runaround for an entire day and treated me like an imbecile.,Laptop,Same,2.5
pair_233,Apple doesn't cover battery expansion under any circumstances not even under their Apple Care.,"As a matter of fact, no matter how many times I asked that question, the employees I spoke purposely ignored it.",Laptop,Same,2.25
pair_234,Apple doesn't cover battery expansion under any circumstances not even under their Apple Care.,And apple was happy to install the latest osx for free!,Laptop,Different,1
pair_235,Apple doesn't cover battery expansion under any circumstances not even under their Apple Care.,"My laptop was under coverage but when I gave it to them for repairs, they quoted me $755 for it.",Laptop,Same,2.333333333
pair_236,The battery is simply considered 'consumable' and NOT covered.,They did not replace the motherboard.,Laptop,Same,1.666666667
pair_237,The battery is simply considered 'consumable' and NOT covered.,Instead they 'tightened' a loose wire.,Laptop,Same,2.25
pair_238,The battery is simply considered 'consumable' and NOT covered.,It also has a big new scratch on the top cover.,Laptop,Same,2
pair_239,The battery is simply considered 'consumable' and NOT covered.,I started it up and it still has the same problem I went in to fix.,Laptop,Same,2
pair_24,WHen you open it wakes up almost immediately.,Very quick to get it up and running with a minimum setup time right after you open the box.,Laptop,Same,3.25
pair_240,The battery is simply considered 'consumable' and NOT covered.,So I'm going back to Genius Bar for visit #6.,Laptop,Same,1.5
pair_241,The battery is simply considered 'consumable' and NOT covered.,They tried to tell me that the battery wasn't covered by the warranty and it costs about $150 to replace.,Laptop,Same,2.666666667
pair_242,The battery is simply considered 'consumable' and NOT covered.,They ended up not charging me.,Laptop,Different,2.25
pair_243,The battery is simply considered 'consumable' and NOT covered.,The online customer service was awful.,Laptop,Same,1.666666667
pair_244,The battery is simply considered 'consumable' and NOT covered.,Gave me the runaround for an entire day and treated me like an imbecile.,Laptop,Same,2.333333333
pair_245,The battery is simply considered 'consumable' and NOT covered.,"As a matter of fact, no matter how many times I asked that question, the employees I spoke purposely ignored it.",Laptop,Same,2.5
pair_246,The battery is simply considered 'consumable' and NOT covered.,And apple was happy to install the latest osx for free!,Laptop,Different,1.333333333
pair_247,The battery is simply considered 'consumable' and NOT covered.,"My laptop was under coverage but when I gave it to them for repairs, they quoted me $755 for it.",Laptop,Same,3
pair_248,"Pros:  o It usually runs very smoothly, but Apple has an excellent support team that is always willing to help customers.","Well she was right, Whatever in the world took me so long to get a computer that just works.",Laptop,Same,2.666666667
pair_249,"Pros:  o It usually runs very smoothly, but Apple has an excellent support team that is always willing to help customers.",I spend so much time waiting for it.,Laptop,Different,1.333333333
pair_25,WHen you open it wakes up almost immediately.,"Pros:  o It usually runs very smoothly, but Apple has an excellent support team that is always willing to help customers.",Laptop,Same,3
pair_250,I am very satisfied with EVERYTHING about this machine.,Like so many others who do this there is a learning curve and I'm excited to do it.,Laptop,Same,2.75
pair_251,I am very satisfied with EVERYTHING about this machine.,Very nice.,Laptop,Same,2.666666667
pair_252,I am very satisfied with EVERYTHING about this machine.,I'm sure you won't regret making this purchase.,Laptop,Same,3
pair_253,I am very satisfied with EVERYTHING about this machine.,I should have known better.,Laptop,Different,1.666666667
pair_254,I am very satisfied with EVERYTHING about this machine.,This should be more than  enough computer for almost everyone.,Laptop,Same,3.5
pair_255,I am very satisfied with EVERYTHING about this machine.,I plan on using my MacBook Pro for a long time.,Laptop,Same,2.666666667
pair_256,This computer is great.,"I am pleased with my decision, however I have only had this for a few weeks.",Laptop,Same,3
pair_257,This computer is great.,I am really sorry I bought this machine.,Laptop,Different,0.5
pair_258,This computer is great.,This should be more than  enough computer for almost everyone.,Laptop,Same,3.25
pair_259,It runs faster than it did when I got it.,"It takes less time to power up, and if you just close the case it go into sleep mode.",Laptop,Same,3
pair_26,WHen you open it wakes up almost immediately.,"Well she was right, Whatever in the world took me so long to get a computer that just works.",Laptop,Same,1.666666667
pair_260,It runs faster than it did when I got it.,WHen you open it wakes up almost immediately.,Laptop,Same,3
pair_261,It runs faster than it did when I got it.,"Boot time is super fast, around anywhere from 35 seconds to 1 minute.",Laptop,Same,3.25
pair_262,It runs faster than it did when I got it.,Machine is flying and with parallels desktop 8 I have my old PC notebook completely functional on my MBP.,Laptop,Same,2.666666667
pair_263,It runs faster than it did when I got it.,Very quick to get it up and running with a minimum setup time right after you open the box.,Laptop,Same,3
pair_264,It runs faster than it did when I got it.,"Well she was right, Whatever in the world took me so long to get a computer that just works.",Laptop,Same,2.666666667
pair_265,It runs faster than it did when I got it.,I've been using Apple's since 1992 and this is the fastest and best one I've  had.,Laptop,Same,3.5
pair_266,It runs faster than it did when I got it.,"This is very fast, high performance computer.",Laptop,Same,3.75
pair_267,It runs faster than it did when I got it.,It fast and easy to set up.,Laptop,Same,3
pair_268,It runs faster than it did when I got it.,The machine now has 10 gigs of RAM and it works just fine.,Laptop,Same,3
pair_269,It runs faster than it did when I got it.,I spend so much time waiting for it.,Laptop,Different,2
pair_27,WHen you open it wakes up almost immediately.,I've been using Apple's since 1992 and this is the fastest and best one I've  had.,Laptop,Same,2.666666667
pair_270,It runs faster than it did when I got it.,It wakes in less than a second when I open the lid.,Laptop,Same,3.333333333
pair_271,It runs faster than it did when I got it.,Three years ago I had purchased this bad boy and it still runs great!,Laptop,Same,3.25
pair_272,I'm actually writing this review on my new MacBook and I love it!,I should have known better.,Laptop,Different,1.25
pair_273,I'm actually writing this review on my new MacBook and I love it!,"First off, AMAZING LAPTOP!",Laptop,Same,3
pair_274,"So long story short, if you want an oldie but a goodie this is your laptop.",I'm sure you won't regret making this purchase.,Laptop,Same,2.333333333
pair_275,"So long story short, if you want an oldie but a goodie this is your laptop.",The computer of the people!,Laptop,Same,2.666666667
pair_276,"So long story short, if you want an oldie but a goodie this is your laptop.",The best computer I've ever bought.,Laptop,Same,3
pair_277,"So long story short, if you want an oldie but a goodie this is your laptop.",Get this now!!!,Laptop,Same,2.333333333
pair_278,I highly recommend!!,I hope you don't make the same mistake...,Laptop,Different,0.666666667
pair_279,I highly recommend!!,Otherwise I am happily a  Mac user.,Laptop,Same,2.333333333
pair_28,WHen you open it wakes up almost immediately.,"This is very fast, high performance computer.",Laptop,Same,2.666666667
pair_280,I highly recommend!!,The best computer I've ever bought.,Laptop,Same,3.4
pair_281,The computer it self is amazing.,You wont be disappointed with this computer!,Laptop,Same,3.4
pair_282,From the moment I received this MacBook it was like a dream come true.,I'm sure you won't regret making this purchase.,Laptop,Same,3.25
pair_283,From the moment I received this MacBook it was like a dream come true.,This is my first Apple computer and I couldn't be more pleased.,Laptop,Same,3.5
pair_284,From the moment I received this MacBook it was like a dream come true.,Have bought several laptops in last several years and hands down this has been the best ever.,Laptop,Same,3
pair_285,From the moment I received this MacBook it was like a dream come true.,"If it was possible to give them 0 start, I would have done it.",Laptop,Different,1.666666667
pair_286,This did give some set trouble and i had to call tech support.,how could you not love a Mac,Laptop,Different,0.75
pair_287,They were great.,They did not replace the motherboard.,Laptop,Different,1
pair_288,They were great.,Instead they 'tightened' a loose wire.,Laptop,Different,0.666666667
pair_289,They were great.,It also has a big new scratch on the top cover.,Laptop,Different,0.8
pair_29,WHen you open it wakes up almost immediately.,It fast and easy to set up.,Laptop,Same,2.75
pair_290,They were great.,I started it up and it still has the same problem I went in to fix.,Laptop,Different,0.75
pair_291,They were great.,So I'm going back to Genius Bar for visit #6.,Laptop,Different,1.25
pair_292,They were great.,I think it may have to be 'Apple Don't Care' instead of Apple Care.,Laptop,Different,0.75
pair_293,They were great.,It took 3 days to make an appointment at the local Apple store.,Laptop,Different,0.333333333
pair_294,They were great.,He explained to me the battery expansion is 'normal'.,Laptop,Different,2.25
pair_295,They were great.,Apple doesn't cover battery expansion under any circumstances not even under their Apple Care.,Laptop,Different,0.333333333
pair_296,They were great.,The battery is simply considered 'consumable' and NOT covered.,Laptop,Different,1
pair_297,They were great.,They tried to tell me that the battery wasn't covered by the warranty and it costs about $150 to replace.,Laptop,Different,0.666666667
pair_298,They were great.,They ended up not charging me.,Laptop,Different,1
pair_299,They were great.,The online customer service was awful.,Laptop,Different,0
pair_3,I like that.,"I am pleased with my decision, however I have only had this for a few weeks.",Laptop,Same,2.333333333
pair_30,WHen you open it wakes up almost immediately.,I spend so much time waiting for it.,Laptop,Different,1.5
pair_300,They were great.,"As a matter of fact, no matter how many times I asked that question, the employees I spoke purposely ignored it.",Laptop,Different,0.75
pair_301,They were great.,And apple was happy to install the latest osx for free!,Laptop,Same,3
pair_302,They were great.,"My laptop was under coverage but when I gave it to them for repairs, they quoted me $755 for it.",Laptop,Different,0.333333333
pair_303,its been easy breezy since then.,"Pay me now, Pay me later.........I am happy with my choice going with this laptop.",Laptop,Same,3
pair_304,its been easy breezy since then.,"Out of all the laptops I have owned, this is by far the best!",Laptop,Same,3
pair_305,its been easy breezy since then.,Only had it a few weeks but doesn't leave my side.,Laptop,Same,2
pair_306,how could you not love a Mac,I'm sure you won't regret making this purchase.,Laptop,Same,2.666666667
pair_307,how could you not love a Mac,It's worth it.,Laptop,Same,2.6
pair_308,how could you not love a Mac,"If your looking to be a trendy hipster who can't live without a Mac, it's a great buy.",Laptop,Different,2.5
pair_309,how could you not love a Mac,"Never had any issues, no frustrations just great easy wireless, all in one fun!",Laptop,Same,3
pair_31,WHen you open it wakes up almost immediately.,It wakes in less than a second when I open the lid.,Laptop,Same,3.75
pair_310,how could you not love a Mac,"Overall, it is a fantastic laptop.",Laptop,Same,2.666666667
pair_311,how could you not love a Mac,"This machine is flawless, fast, and classy.",Laptop,Same,3
pair_312,Great computer.,I like that.,Laptop,Same,3
pair_313,Great computer.,All I can say is I am impressed.,Laptop,Same,3.333333333
pair_314,Great computer.,"So long story short, if you want an oldie but a goodie this is your laptop.",Laptop,Same,2.666666667
pair_315,Great computer.,I can't believe people like these computers.,Laptop,Different,0.75
pair_316,Great computer.,"Out of all the laptops I have owned, this is by far the best!",Laptop,Same,4
pair_317,Great computer.,You will not regret buying this computer!,Laptop,Same,2.666666667
pair_318,Very great Apple product as expected.,Like so many others who do this there is a learning curve and I'm excited to do it.,Laptop,Same,2.666666667
pair_319,Very great Apple product as expected.,This is my first Apple computer and I couldn't be more pleased.,Laptop,Same,3
pair_32,WHen you open it wakes up almost immediately.,"Mine has been though hundreds of parties, weddings, quinces, anything involving performances, it can take it!",Laptop,Same,2.666666667
pair_320,Very great Apple product as expected.,This should be more than  enough computer for almost everyone.,Laptop,Same,3.2
pair_321,Very great Apple product as expected.,This computer is like...  I'm lost for words.,Laptop,Same,2.666666667
pair_322,Very great Apple product as expected.,"I love, LOVE, LOOOOVE!",Laptop,Same,3
pair_323,"I've never had any problems with the computer itself (The Macbook charger chords are another story, though).",Very nice.,Laptop,Same,3
pair_324,"I've never had any problems with the computer itself (The Macbook charger chords are another story, though).",My first Mac computer and as many before me I just fall in love with it.,Laptop,Same,3
pair_325,"I've never had any problems with the computer itself (The Macbook charger chords are another story, though).",The computer of the people!,Laptop,Same,2.666666667
pair_326,"I've never had any problems with the computer itself (The Macbook charger chords are another story, though).",This computer is great.,Laptop,Same,3
pair_327,"I've never had any problems with the computer itself (The Macbook charger chords are another story, though).",This computer is like...  I'm lost for words.,Laptop,Same,2
pair_328,"Well she was right, Whatever in the world took me so long to get a computer that just works.",From time to time I get the 'spinning beach ball' that holds up progress.,Laptop,Different,1.333333333
pair_329,"Well she was right, Whatever in the world took me so long to get a computer that just works.",I spend so much time waiting for it.,Laptop,Different,2.666666667
pair_33,WHen you open it wakes up almost immediately.,Three years ago I had purchased this bad boy and it still runs great!,Laptop,Same,3
pair_330,Otherwise I am happily a  Mac user.,I am really sorry I bought this machine.,Laptop,Different,2
pair_331,Otherwise I am happily a  Mac user.,I plan on using my MacBook Pro for a long time.,Laptop,Same,2.666666667
pair_332,I've been using Apple's since 1992 and this is the fastest and best one I've  had.,"Boot time is super fast, around anywhere from 35 seconds to 1 minute.",Laptop,Same,3.25
pair_333,I've been using Apple's since 1992 and this is the fastest and best one I've  had.,Machine is flying and with parallels desktop 8 I have my old PC notebook completely functional on my MBP.,Laptop,Same,3.25
pair_334,I've been using Apple's since 1992 and this is the fastest and best one I've  had.,From time to time I get the 'spinning beach ball' that holds up progress.,Laptop,Different,1.25
pair_335,I've been using Apple's since 1992 and this is the fastest and best one I've  had.,"Pros:  o It usually runs very smoothly, but Apple has an excellent support team that is always willing to help customers.",Laptop,Same,3
pair_336,I've been using Apple's since 1992 and this is the fastest and best one I've  had.,"Well she was right, Whatever in the world took me so long to get a computer that just works.",Laptop,Same,2.666666667
pair_337,I've been using Apple's since 1992 and this is the fastest and best one I've  had.,"This is very fast, high performance computer.",Laptop,Same,2.5
pair_338,I've been using Apple's since 1992 and this is the fastest and best one I've  had.,I spend so much time waiting for it.,Laptop,Different,2
pair_339,I've been using Apple's since 1992 and this is the fastest and best one I've  had.,It wakes in less than a second when I open the lid.,Laptop,Same,3
pair_34,Very nice.,I'm sure you won't regret making this purchase.,Laptop,Same,3.333333333
pair_340,I've been using Apple's since 1992 and this is the fastest and best one I've  had.,"Mine has been though hundreds of parties, weddings, quinces, anything involving performances, it can take it!",Laptop,Same,3
pair_341,I've been using Apple's since 1992 and this is the fastest and best one I've  had.,Three years ago I had purchased this bad boy and it still runs great!,Laptop,Same,3.25
pair_342,"This is very fast, high performance computer.","Boot time is super fast, around anywhere from 35 seconds to 1 minute.",Laptop,Same,3.75
pair_343,"This is very fast, high performance computer.",Machine is flying and with parallels desktop 8 I have my old PC notebook completely functional on my MBP.,Laptop,Same,2.666666667
pair_344,"This is very fast, high performance computer.",From time to time I get the 'spinning beach ball' that holds up progress.,Laptop,Different,1.75
pair_345,"This is very fast, high performance computer.","Well she was right, Whatever in the world took me so long to get a computer that just works.",Laptop,Same,2.333333333
pair_346,"This is very fast, high performance computer.",It fast and easy to set up.,Laptop,Same,3.333333333
pair_347,"This is very fast, high performance computer.",The machine now has 10 gigs of RAM and it works just fine.,Laptop,Same,3.25
pair_348,"This is very fast, high performance computer.",I spend so much time waiting for it.,Laptop,Different,1
pair_349,"This is very fast, high performance computer.",It wakes in less than a second when I open the lid.,Laptop,Same,3.666666667
pair_35,Very nice.,The computer it self is amazing.,Laptop,Same,3
pair_350,"This is very fast, high performance computer.","Mine has been though hundreds of parties, weddings, quinces, anything involving performances, it can take it!",Laptop,Same,3
pair_351,"This is very fast, high performance computer.",Three years ago I had purchased this bad boy and it still runs great!,Laptop,Same,2
pair_352,This should be more than  enough computer for almost everyone.,The computer it self is amazing.,Laptop,Same,3.25
pair_353,This should be more than  enough computer for almost everyone.,The investment is worth it.,Laptop,Same,2.5
pair_354,This should be more than  enough computer for almost everyone.,Get this now!!!,Laptop,Same,2.5
pair_355,I would not hesitate recommending  this to anyone.,"So long story short, if you want an oldie but a goodie this is your laptop.",Laptop,Same,3.2
pair_356,I would not hesitate recommending  this to anyone.,Only had it a few weeks but doesn't leave my side.,Laptop,Same,3
pair_357,It fast and easy to set up.,"Boot time is super fast, around anywhere from 35 seconds to 1 minute.",Laptop,Same,3.666666667
pair_358,It fast and easy to set up.,From time to time I get the 'spinning beach ball' that holds up progress.,Laptop,Different,1
pair_359,It fast and easy to set up.,"Pros:  o It usually runs very smoothly, but Apple has an excellent support team that is always willing to help customers.",Laptop,Same,2.75
pair_36,Very nice.,"Out of all the laptops I have owned, this is by far the best!",Laptop,Same,3.25
pair_360,It fast and easy to set up.,"Well she was right, Whatever in the world took me so long to get a computer that just works.",Laptop,Same,2.666666667
pair_361,It fast and easy to set up.,The machine now has 10 gigs of RAM and it works just fine.,Laptop,Same,3
pair_362,It fast and easy to set up.,I spend so much time waiting for it.,Laptop,Different,1
pair_363,It fast and easy to set up.,It wakes in less than a second when I open the lid.,Laptop,Same,3.5
pair_364,It fast and easy to set up.,"Mine has been though hundreds of parties, weddings, quinces, anything involving performances, it can take it!",Laptop,Same,2.333333333
pair_365,Have bought several laptops in last several years and hands down this has been the best ever.,I am really sorry I bought this machine.,Laptop,Different,0.333333333
pair_366,Have bought several laptops in last several years and hands down this has been the best ever.,I should have known better.,Laptop,Different,1.333333333
pair_367,Have bought several laptops in last several years and hands down this has been the best ever.,"I have used this product for only 2 days, but I can't wait to use it more.",Laptop,Same,3
pair_368,If you dont like windows I would suggest trying a Mac.,I can't believe people like these computers.,Laptop,Different,1.666666667
pair_369,If you dont like windows I would suggest trying a Mac.,"I have used this product for only 2 days, but I can't wait to use it more.",Laptop,Same,2.666666667
pair_37,Very nice.,I plan on using my MacBook Pro for a long time.,Laptop,Same,2.25
pair_370,If you dont like windows I would suggest trying a Mac.,I plan on using my MacBook Pro for a long time.,Laptop,Same,2.5
pair_371,The investment is worth it.,I hope you don't make the same mistake...,Laptop,Different,1.666666667
pair_372,The investment is worth it.,The MacBook Pro has a significant amount of positive attributes that greatly outweigh the negative attributes:,Laptop,Same,2.8
pair_373,The machine now has 10 gigs of RAM and it works just fine.,From time to time I get the 'spinning beach ball' that holds up progress.,Laptop,Different,2
pair_374,The machine now has 10 gigs of RAM and it works just fine.,"Pros:  o It usually runs very smoothly, but Apple has an excellent support team that is always willing to help customers.",Laptop,Same,2.333333333
pair_375,The machine now has 10 gigs of RAM and it works just fine.,"Well she was right, Whatever in the world took me so long to get a computer that just works.",Laptop,Same,2.666666667
pair_376,The machine now has 10 gigs of RAM and it works just fine.,I spend so much time waiting for it.,Laptop,Different,1.8
pair_377,They tried to tell me that the battery wasn't covered by the warranty and it costs about $150 to replace.,They ended up not charging me.,Laptop,Different,1.666666667
pair_378,I highly recommend you get one before they are gone.,Very nice.,Laptop,Same,2.666666667
pair_379,I highly recommend you get one before they are gone.,I am really sorry I bought this machine.,Laptop,Different,0.75
pair_38,"I am pleased with my decision, however I have only had this for a few weeks.",I should have known better.,Laptop,Different,2
pair_380,I highly recommend you get one before they are gone.,This computer is great.,Laptop,Same,3
pair_381,I highly recommend you get one before they are gone.,"I've never had any problems with the computer itself (The Macbook charger chords are another story, though).",Laptop,Same,3
pair_382,I highly recommend you get one before they are gone.,This should be more than  enough computer for almost everyone.,Laptop,Same,3.25
pair_383,I highly recommend you get one before they are gone.,"If your looking to be a trendy hipster who can't live without a Mac, it's a great buy.",Laptop,Different,2.333333333
pair_384,I highly recommend you get one before they are gone.,You will not regret buying this computer!,Laptop,Same,3
pair_385,I highly recommend you get one before they are gone.,Everything you'd expect from a Mac.,Laptop,Same,2.333333333
pair_386,I highly recommend you get one before they are gone.,Only had it a few weeks but doesn't leave my side.,Laptop,Same,1.666666667
pair_387,"If your looking to be a trendy hipster who can't live without a Mac, it's a great buy.",I'm sure you won't regret making this purchase.,Laptop,Different,2
pair_388,"If your looking to be a trendy hipster who can't live without a Mac, it's a great buy.",I hope you don't make the same mistake...,Laptop,Same,2
pair_389,"If your looking to be a trendy hipster who can't live without a Mac, it's a great buy.",This is my first Apple computer and I couldn't be more pleased.,Laptop,Different,2.333333333
pair_39,"I am pleased with my decision, however I have only had this for a few weeks.",My first Mac computer and as many before me I just fall in love with it.,Laptop,Same,3
pair_390,I can't believe people like these computers.,I plan on using my MacBook Pro for a long time.,Laptop,Different,1
pair_391,Was the best decision we ever made.,Like so many others who do this there is a learning curve and I'm excited to do it.,Laptop,Same,2.666666667
pair_392,Was the best decision we ever made.,"When I decided to buy my first computer, I wish I had bought a Mac first.",Laptop,Same,3
pair_393,Was the best decision we ever made.,I would not hesitate recommending  this to anyone.,Laptop,Same,3
pair_394,Was the best decision we ever made.,"Never had any issues, no frustrations just great easy wireless, all in one fun!",Laptop,Same,2.75
pair_395,Was the best decision we ever made.,You wont be disappointed with this computer!,Laptop,Same,3.5
pair_396,"Never had any issues, no frustrations just great easy wireless, all in one fun!",The best computer I've ever bought.,Laptop,Same,3
pair_397,This Macbook Pro is AMAZING!,My new laptop is great.,Laptop,Same,2.666666667
pair_398,This Macbook Pro is AMAZING!,The MacBook Pro has a significant amount of positive attributes that greatly outweigh the negative attributes:,Laptop,Same,3.25
pair_399,This Macbook Pro is AMAZING!,This computer is great.,Laptop,Same,3.333333333
pair_4,I like that.,I was shocked at how much worse this product has been since my first purchase.,Laptop,Different,1.25
pair_40,"I am pleased with my decision, however I have only had this for a few weeks.",The computer of the people!,Laptop,Same,2.666666667
pair_400,This Macbook Pro is AMAZING!,You will not regret buying this computer!,Laptop,Same,3.333333333
pair_401,This Macbook Pro is AMAZING!,Get this now!!!,Laptop,Same,3
pair_402,"Overall, this is a fast, light, practical computer and I highly recommend it.",WHen you open it wakes up almost immediately.,Laptop,Same,3
pair_403,"Overall, this is a fast, light, practical computer and I highly recommend it.",It has so much more speed and the screen is very sharp.,Laptop,Same,3
pair_404,"Overall, this is a fast, light, practical computer and I highly recommend it.","Boot time is super fast, around anywhere from 35 seconds to 1 minute.",Laptop,Same,3.25
pair_405,"Overall, this is a fast, light, practical computer and I highly recommend it.",I can say that I am fully satisfied with the performance that the computer has supplied.,Laptop,Same,3.25
pair_406,"Overall, this is a fast, light, practical computer and I highly recommend it.",Machine is flying and with parallels desktop 8 I have my old PC notebook completely functional on my MBP.,Laptop,Same,3.25
pair_407,"Overall, this is a fast, light, practical computer and I highly recommend it.",From time to time I get the 'spinning beach ball' that holds up progress.,Laptop,Different,1.666666667
pair_408,"Overall, this is a fast, light, practical computer and I highly recommend it.",Very quick to get it up and running with a minimum setup time right after you open the box.,Laptop,Same,3.333333333
pair_409,"Overall, this is a fast, light, practical computer and I highly recommend it.","Pros:  o It usually runs very smoothly, but Apple has an excellent support team that is always willing to help customers.",Laptop,Same,2.75
pair_41,"I am pleased with my decision, however I have only had this for a few weeks.",I like the 13 inch macbooks.,Laptop,Same,2.5
pair_410,"Overall, this is a fast, light, practical computer and I highly recommend it.",It runs faster than it did when I got it.,Laptop,Same,3.333333333
pair_411,"Overall, this is a fast, light, practical computer and I highly recommend it.","Well she was right, Whatever in the world took me so long to get a computer that just works.",Laptop,Same,2
pair_412,"Overall, this is a fast, light, practical computer and I highly recommend it.","This is very fast, high performance computer.",Laptop,Same,3.75
pair_413,"Overall, this is a fast, light, practical computer and I highly recommend it.",It fast and easy to set up.,Laptop,Same,3.333333333
pair_414,"Overall, this is a fast, light, practical computer and I highly recommend it.",The machine now has 10 gigs of RAM and it works just fine.,Laptop,Same,2.666666667
pair_415,"Overall, this is a fast, light, practical computer and I highly recommend it.",I spend so much time waiting for it.,Laptop,Different,2
